X,Y,X_inner,Y_inner,X_outter,Y_outter
21.5975553791593,-6.1434338448863,20.6127049424409,-6.31683977701007,22.5824058158776,-5.97002791276254
21.6148959723717,-6.24191888855814,20.6300455356533,-6.41532482068191,22.59974640909,-6.06851295643437
21.632236565584,-6.34040393222997,20.6473861288657,-6.51380986435374,22.6170870023024,-6.1669980001062
21.6495771587964,-6.4388889759018,20.6647267220781,-6.61229490802557,22.6344275955147,-6.26548304377804
21.6669177520088,-6.53737401957364,20.6820673152905,-6.71077995169741,22.6517681887271,-6.36396808744987
21.6842583452212,-6.63585906324547,20.6994079085028,-6.80926499536924,22.6691087819395,-6.4624531311217
21.7015989384335,-6.73434410691731,20.7167485017152,-6.90775003904107,22.6864493751519,-6.56093817479354
21.7189395316459,-6.83282915058914,20.7340890949276,-7.0062350827129,22.7037899683642,-6.65942321846537
21.7362801248583,-6.93131419426097,20.75142968814,-7.10472012638474,22.7211305615766,-6.7579082621372
21.7536207180707,-7.0297992379328,20.7687702813523,-7.20320517005657,22.738471154789,-6.85639330580904
21.770961311283,-7.12828428160464,20.7861108745647,-7.3016902137284,22.7558117480014,-6.95487834948087
21.7883019044954,-7.22676932527647,20.8034514677771,-7.40017525740024,22.7731523412138,-7.0533633931527
21.8056424977078,-7.3252543689483,20.8207920609895,-7.49866030107207,22.7904929344261,-7.15184843682453
21.8229830909202,-7.42373941262014,20.8381326542018,-7.5971453447439,22.8078335276385,-7.25033348049637
21.8403236841326,-7.52222445629197,20.8554732474142,-7.69563038841574,22.8251741208509,-7.3488185241682
21.8576642773449,-7.6207094999638,20.8728138406266,-7.79411543208757,22.8425147140633,-7.44730356784003
21.8750048705573,-7.71919454363564,20.890154433839,-7.8926004757594,22.8598553072756,-7.54578861151187
21.8923454637697,-7.81767958730747,20.9074950270514,-7.99108551943123,22.877195900488,-7.6442736551837
21.9096860569821,-7.9161646309793,20.9248356202637,-8.08957056310307,22.8945364937004,-7.74275869885553
21.9270266501944,-8.01464967465114,20.9421762134761,-8.1880556067749,22.9118770869128,-7.84124374252737
21.9443672434068,-8.11313471832297,20.9595168066885,-8.28654065044674,22.9292176801251,-7.9397287861992
21.9617078366192,-8.2116197619948,20.9768573999009,-8.38502569411857,22.9465582733375,-8.03821382987103
21.9790484298316,-8.31010480566663,20.9941979931132,-8.4835107377904,22.9638988665499,-8.13669887354287
21.9963890230439,-8.40858984933847,21.0115385863256,-8.58199578146223,22.9812394597623,-8.2351839172147
22.0137296162563,-8.5070748930103,21.028879179538,-8.68048082513407,22.9985800529747,-8.33366896088653
22.0310702094687,-8.60555993668213,21.0462197727504,-8.7789658688059,23.015920646187,-8.43215400455836
22.0484108026811,-8.70404498035397,21.0635603659627,-8.87745091247773,23.0332612393994,-8.5306390482302
22.0657513958935,-8.8025300240258,21.0809009591751,-8.97593595614957,23.0506018326118,-8.62912409190203
22.0830919891058,-8.90101506769763,21.0982415523875,-9.0744209998214,23.0679424258242,-8.72760913557386
22.1004325823182,-8.99950011136947,21.1155821455999,-9.17290604349324,23.0852830190365,-8.8260941792457
22.1177731755306,-9.0979851550413,21.1329227388122,-9.27139108716506,23.1026236122489,-8.92457922291753
22.135113768743,-9.19647019871313,21.1502633320246,-9.3698761308369,23.1199642054613,-9.02306426658937
22.1524543619553,-9.29495524238496,21.167603925237,-9.46836117450873,23.1373047986737,-9.1215493102612
22.1697949551677,-9.3934402860568,21.1849445184494,-9.56684621818057,23.154645391886,-9.22003435393303
22.1871355483801,-9.49192532972863,21.2022851116618,-9.6653312618524,23.1719859850984,-9.31851939760486
22.2044761415925,-9.59041037340046,21.2196257048741,-9.76381630552423,23.1893265783108,-9.4170044412767
22.2218167348048,-9.6888954170723,21.2369662980865,-9.86230134919607,23.2066671715232,-9.51548948494853
22.2391573280172,-9.78738046074413,21.2543068912989,-9.9607863928679,23.2240077647355,-9.61397452862036
22.2564979212296,-9.88586550441596,21.2716474845113,-10.0592714365397,23.2413483579479,-9.7124595722922
22.273838514442,-9.9843505480878,21.2889880777236,-10.1577564802116,23.2586889511603,-9.81094461596403
22.2911791076544,-10.0828355917596,21.306328670936,-10.2562415238834,23.2760295443727,-9.90942965963586
22.3085197008667,-10.1813206354315,21.3236692641484,-10.3547265675552,23.2933701375851,-10.0079147033077
22.3258602940791,-10.2798056791033,21.3410098573608,-10.4532116112271,23.3107107307974,-10.1063997469795
22.3432008872915,-10.3782907227751,21.3583504505731,-10.5516966548989,23.3280513240098,-10.2048847906514
22.3605414805039,-10.476775766447,21.3756910437855,-10.6501816985707,23.3453919172222,-10.3033698343232
22.3778820737162,-10.5752608101188,21.3930316369979,-10.7486667422426,23.3627325104346,-10.401854877995
22.3952226669286,-10.6737458537906,21.4103722302103,-10.8471517859144,23.3800731036469,-10.5003399216669
22.412563260141,-10.7722308974625,21.4277128234227,-10.9456368295862,23.3974136968593,-10.5988249653387
22.4299038533534,-10.8707159411343,21.445053416635,-11.0441218732581,23.4147542900717,-10.6973100090105
22.4472444465657,-10.9692009848061,21.4623940098474,-11.1426069169299,23.4320948832841,-10.7957950526824
22.4645850397781,-11.067686028478,21.4797346030598,-11.2410919606017,23.4494354764964,-10.8942800963542
22.4819256329905,-11.1661710721498,21.4970751962722,-11.3395770042736,23.4667760697088,-10.992765140026
22.4992662262029,-11.2646561158216,21.5144157894845,-11.4380620479454,23.4841166629212,-11.0912501836979
22.5166068194152,-11.3631411594935,21.5317563826969,-11.5365470916172,23.5014572561336,-11.1897352273697
22.5339474126276,-11.4616262031653,21.5490969759093,-11.6350321352891,23.518797849346,-11.2882202710415
22.55128800584,-11.5601112468371,21.5664375691217,-11.7335171789609,23.5361384425583,-11.3867053147134
22.5686285990524,-11.658596290509,21.583778162334,-11.8320022226327,23.5534790357707,-11.4851903583852
22.5859691922648,-11.7570813341808,21.6011187555464,-11.9304872663046,23.5708196289831,-11.583675402057
22.6033097854771,-11.8555663778526,21.6184593487588,-12.0289723099764,23.5881602221955,-11.6821604457289
22.6206503786895,-11.9540514215245,21.6357999419712,-12.1274573536482,23.6055008154078,-11.7806454894007
22.6379909719019,-12.0525364651963,21.6531405351836,-12.2259423973201,23.6228414086202,-11.8791305330725
22.6553315651143,-12.1510215088681,21.6704811283959,-12.3244274409919,23.6401820018326,-11.9776155767444
22.6726721583266,-12.24950655254,21.6878217216083,-12.4229124846637,23.657522595045,-12.0761006204162
22.690012751539,-12.3479915962118,21.7051623148207,-12.5213975283356,23.6748631882573,-12.174585664088
22.7073533447514,-12.4464766398836,21.7225029080331,-12.6198825720074,23.6922037814697,-12.2730707077599
22.7246939379638,-12.5449616835555,21.7398435012454,-12.7183676156792,23.7095443746821,-12.3715557514317
22.7420345311761,-12.6434467272273,21.7571840944578,-12.8168526593511,23.7268849678945,-12.4700407951035
22.7593751243885,-12.7419317708991,21.7745246876702,-12.9153377030229,23.7442255611069,-12.5685258387754
22.7767157176009,-12.840416814571,21.7918652808826,-13.0138227466947,23.7615661543192,-12.6670108824472
22.7940563108133,-12.9389018582428,21.8092058740949,-13.1123077903666,23.7789067475316,-12.765495926119
22.8113969040257,-13.0373869019146,21.8265464673073,-13.2107928340384,23.796247340744,-12.8639809697909
22.828737497238,-13.1358719455865,21.8438870605197,-13.3092778777102,23.8135879339564,-12.9624660134627
22.8460780904504,-13.2343569892583,21.8612276537321,-13.4077629213821,23.8309285271687,-13.0609510571345
22.8634186836628,-13.3328420329301,21.8785682469445,-13.5062479650539,23.8482691203811,-13.1594361008064
22.8807592768752,-13.431327076602,21.8959088401568,-13.6047330087257,23.8656097135935,-13.2579211444782
22.8980998700875,-13.5298121202738,21.9132494333692,-13.7032180523976,23.8829503068059,-13.35640618815
22.9154404632999,-13.6282971639456,21.9305900265816,-13.8017030960694,23.9002909000182,-13.4548912318219
22.9327810565123,-13.7267822076175,21.947930619794,-13.9001881397412,23.9176314932306,-13.5533762754937
22.9501216497247,-13.8252672512893,21.9652712130063,-13.9986731834131,23.934972086443,-13.6518613191655
22.967462242937,-13.9237522949611,21.9826118062187,-14.0971582270849,23.9523126796554,-13.7503463628374
22.9848028361494,-14.022237338633,21.9999523994311,-14.1956432707567,23.9696532728678,-13.8488314065092
23.0021434293618,-14.1207223823048,22.0172929926435,-14.2941283144286,23.9869938660801,-13.947316450181
23.0194840225742,-14.2192074259766,22.0346335858558,-14.3926133581004,24.0043344592925,-14.0458014938529
23.0368246157865,-14.3176924696485,22.0519741790682,-14.4910984017722,24.0216750525049,-14.1442865375247
23.0541652089989,-14.4161775133203,22.0693147722806,-14.5895834454441,24.0390156457173,-14.2427715811965
23.0715058022113,-14.5146625569921,22.086655365493,-14.6880684891159,24.0563562389296,-14.3412566248684
23.0888463954237,-14.613147600664,22.1039959587053,-14.7865535327877,24.073696832142,-14.4397416685402
23.1061869886361,-14.7116326443358,22.1213365519177,-14.8850385764596,24.0910374253544,-14.538226712212
23.1235275818484,-14.8101176880076,22.1386771451301,-14.9835236201314,24.1083780185668,-14.6367117558839
23.1408681750608,-14.9086027316795,22.1560177383425,-15.0820086638032,24.1257186117791,-14.7351967995557
23.1582087682732,-15.0070877753513,22.1733583315549,-15.1804937074751,24.1430592049915,-14.8336818432275
23.1755493614856,-15.1055728190231,22.1906989247672,-15.2789787511469,24.1603997982039,-14.9321668868993
23.1928899546979,-15.2040578626949,22.2080395179796,-15.3774637948187,24.1777403914163,-15.0306519305712
23.2102305479103,-15.3025429063668,22.225380111192,-15.4759488384906,24.1950809846286,-15.129136974243
23.2275711411227,-15.4010279500386,22.2427207044044,-15.5744338821624,24.212421577841,-15.2276220179149
23.2449117343351,-15.4995129937105,22.2600612976167,-15.6729189258342,24.2297621710534,-15.3261070615867
23.2622523275474,-15.5979980373823,22.2774018908291,-15.771403969506,24.2471027642658,-15.4245921052585
23.2795929207598,-15.6964830810541,22.2947424840415,-15.8698890131779,24.2644433574782,-15.5230771489303
23.2969335139722,-15.794968124726,22.3120830772539,-15.9683740568497,24.2817839506905,-15.6215621926022
23.3142741071846,-15.8934531683978,22.3294236704662,-16.0668591005216,24.2991245439029,-15.720047236274
23.331614700397,-15.9919382120696,22.3467642636786,-16.1653441441934,24.3164651371153,-15.8185322799459
23.3489552936093,-16.0904232557414,22.364104856891,-16.2638291878652,24.3338057303277,-15.9170173236177
23.3662958868217,-16.1889082994133,22.3814454501034,-16.362314231537,24.35114632354,-16.0155023672895
23.3836364800341,-16.2873933430851,22.3987860433158,-16.4607992752089,24.3684869167524,-16.1139874109613
23.4009770732465,-16.3858783867569,22.4161266365281,-16.5592843188807,24.3858275099648,-16.2124724546332
23.4183176664588,-16.4843634304288,22.4334672297405,-16.6577693625526,24.4031681031772,-16.310957498305
23.4356582596712,-16.5828484741006,22.4508078229529,-16.7562544062244,24.4205086963895,-16.4094425419768
23.4529988528836,-16.6813335177724,22.4681484161653,-16.8547394498962,24.4378492896019,-16.5079275856487
23.470339446096,-16.7798185614443,22.4854890093776,-16.953224493568,24.4551898828143,-16.6064126293205
23.4876800393083,-16.8783036051161,22.50282960259,-17.0517095372399,24.4725304760267,-16.7048976729923
23.5050206325207,-16.9767886487879,22.5201701958024,-17.1501945809117,24.4898710692391,-16.8033827166642
23.5213082379551,-17.0754454428911,22.5306068713224,-17.2114998516839,24.5120096045879,-16.9393910340983
23.5315862821524,-17.174897051248,22.5339994278005,-17.2443266416562,24.5291731365043,-17.1054674608398
23.5351837718056,-17.274813609763,22.5351868800622,-17.277306901456,24.535180663549,-17.27232031807
23.532084567582,-17.3747468651411,22.5341639008685,-17.3102926725234,24.5300052342955,-17.4392010577589
23.5223025733683,-17.4742484891806,22.5309350795867,-17.3431359715731,24.5136700671498,-17.605361006788
23.5058816738938,-17.5728720900971,22.5255149016016,-17.3756894544889,24.486248446186,-17.7700547257052
23.4828955378518,-17.6701752151607,22.5179276833294,-17.4078070773497,24.4478633923742,-17.9325433529717
23.4534472874013,-17.7657213356612,22.5082074631282,-17.4393447516232,24.3986871116743,-18.0920979196991
23.4176690355321,-17.8590818052962,22.4963978485922,-17.4701609905866,24.338940222472,-18.2480026200058
23.37572129337,-17.9498377831974,22.4825518209159,-17.5001175440754,24.2688907658242,-18.3995580223193
23.3277922500795,-18.0375821129659,22.466731497206,-17.5290800187116,24.1888530029529,-18.5460842072202
23.2740969285945,-18.121921149289,22.449007851807,-17.5569184808299,24.099186005382,-18.6869238177482
23.2148762209668,-18.2024765239413,22.4294603978902,-17.5835080393954,24.0002920440433,-18.8214450084871
23.1503958076575,-18.2788868432492,22.4081768307363,-17.6087294063002,23.8926147845786,-18.9490442801983
23.0809449656207,-18.3508093094033,22.3852526343095,-17.6324694315218,23.776637296932,-19.0691491872847
23.0068352705279,-18.4179212583433,22.3607906528904,-17.6546216107463,23.6528798881653,-19.1812209059403
22.9283991989524,-18.4799216073189,22.3349006296882,-17.6750865631755,23.5218977682166,-19.2847566514623
22.8459886367885,-18.5365322056298,22.3076987145021,-17.6937724773769,23.384278559075,-19.3792919338827
22.7599733005935,-18.5874990824868,22.2793069426412,-17.7105955231755,23.2406396585459,-19.4644026417981
