"X","Y","X_inner","Y_inner","X_outter","Y_outter"
0,0,1.83697019872103e-17,-0.3,1.83697019872103e-17,0.3
0.3,0,0.3,-0.3,0.3,0.3
0.6,0,0.6,-0.3,0.6,0.3
0.9,0,0.9,-0.3,0.9,0.3
1.2,0,1.2,-0.3,1.2,0.3
1.5,0,1.5,-0.3,1.5,0.3
1.8,0,1.8,-0.3,1.8,0.3
2.09934621403183,-0.00988393704945256,2.04032448964739,-0.304020701243742,2.15836793841627,0.284252827144837
2.36015576467872,-0.149361993920416,2.14885858001208,-0.362325605253327,2.57145294934535,0.0636016174124943
2.50316597143001,-0.408512038044451,2.21051943041951,-0.474527203230877,2.79581251244051,-0.342496872858026
2.48681974798905,-0.704273416558123,2.20296950496889,-0.607170174916074,2.77066999100922,-0.801376658200173
2.31976151983766,-0.949143315597563,2.12519545956729,-0.720792602459059,2.51432758010804,-1.17749402873607
2.06840514727277,-1.11243877248669,1.91047549840957,-0.857373631767808,2.22633479613598,-1.36750391320558
1.81334000655389,-1.2703684213499,1.65541035769068,-1.01530328063101,1.97126965541709,-1.52543356206878
1.558274865835,-1.42829807021311,1.4003452169718,-1.17323292949422,1.71620451469821,-1.68336321093199
1.30320972511612,-1.58622771907631,1.14528007625291,-1.33116257835743,1.46113937397933,-1.8412928597952
1.06237931851204,-1.76287577966108,0.838784861167532,-1.56286198352487,1.28597377585655,-1.96288957579728
0.926216540821806,-2.02667542743476,0.634011078179226,-1.95873451485746,1.21842200346439,-2.09461634001205
0.92893275577151,-2.32391006051076,0.637636709713305,-2.39564996259361,1.22022880182971,-2.25217015842792
1.05473936515909,-2.59481136162961,0.79493174402376,-2.74481136162961,1.31454698629442,-2.44481136162961
1.20473936515909,-2.85461898276494,0.944931744023759,-3.00461898276494,1.46454698629442,-2.70461898276494
1.2817744985137,-3.13562280257987,0.987048270518727,-3.07961878011847,1.57650072650867,-3.19162682504126
1.11778119332409,-3.37813972554685,0.943437559923103,-3.13399981178316,1.29212482672509,-3.62227963931054
0.839954824092789,-3.48404214070362,0.792564488739695,-3.18780886081238,0.887345159445882,-3.78027542059486
0.540721958259051,-3.50004928685621,0.541170505863592,-3.20004962218132,0.540273410654511,-3.8000489515311
0.240721992750712,-3.5,0.240721992750712,-3.2,0.240721992750712,-3.8
-0.0590899590370498,-3.49590826052877,-0.0180301658902118,-3.19873138830158,-0.100149752183888,-3.79308513275597
-0.324799191743074,-3.36674941090332,-0.121954776252136,-3.14571967737378,-0.527643607234011,-3.58777914443286
-0.489765985516977,-3.11928737664633,-0.210363676019628,-3.01004292851487,-0.769168295014327,-3.22853182477779
-0.551264882783603,-2.82685697098724,-0.251934568703268,-2.80682292315441,-0.850595196863938,-2.84689101882006
-0.544145681918648,-2.52725116563569,-0.245343464904798,-2.55403241108112,-0.842947898932498,-2.50046992019027
-0.51266294529414,-2.22891290900609,-0.214042591616228,-2.2576511130084,-0.811283298972053,-2.20017470500378
-0.5,-1.92935205537877,-0.2,-1.92935205537877,-0.8,-1.92935205537877
-0.5,-1.62935205537877,-0.2,-1.62935205537877,-0.8,-1.62935205537877
-0.507485860323326,-1.32956182600412,-0.208438505147559,-1.30567292978896,-0.806533215499092,-1.35345072221929
-0.538495556538684,-1.03117998669619,-0.240068577294086,-1.00049875368732,-0.836922535783282,-1.06186121970506
-0.553915956556961,-0.731782855943356,-0.254005862032179,-0.739126914912099,-0.853826051081743,-0.724438796974612
-0.509140825938421,-0.436114018703455,-0.222636113577577,-0.52508058430554,-0.795645538299265,-0.34714745310137
-0.365955790127542,-0.175076213757101,-0.141874675797545,-0.374544642839566,-0.59003690445754,0.0243922153253645
-0.1165494680079,-0.0159116837721767,-0.0372514723532629,-0.305241647455783,-0.195847463662537,0.27341827991143
0,0,1.83697019872103e-17,-0.3,1.83697019872103e-17,0.3
